,threshold,train_dataset_accuracy,test_dataset_accuracy
0,16475680.77471003,0.5495 (111/202),0.5926 (32/54)
0,16597550.885564096,0.5495 (111/202),0.5926 (32/54)
0,16720322.465930808,0.5495 (111/202),0.5926 (32/54)
0,16844002.18395294,0.5495 (111/202),0.5926 (32/54)
0,16968596.757097032,0.5495 (111/202),0.5926 (32/54)
0,17094112.952518743,0.5495 (111/202),0.5926 (32/54)
0,17220557.587430168,0.5495 (111/202),0.5926 (32/54)
0,17347937.529469907,0.5495 (111/202),0.5926 (32/54)
0,17476259.697076555,0.5495 (111/202),0.5926 (32/54)
0,17605531.0598639,0.5495 (111/202),0.5926 (32/54)
0,17735758.638999965,0.5495 (111/202),0.5926 (32/54)
0,17866949.50758815,0.5495 (111/202),0.5926 (32/54)
0,17999110.791051168,0.5495 (111/202),0.5926 (32/54)
0,18132249.667518545,0.5495 (111/202),0.5926 (32/54)
0,18266373.36821593,0.5495 (111/202),0.5926 (32/54)
0,18401489.177858353,0.5495 (111/202),0.5926 (32/54)
0,18537604.435045652,0.5495 (111/202),0.5926 (32/54)
0,18674726.53266085,0.5495 (111/202),0.5926 (32/54)
0,18812862.918272194,0.5495 (111/202),0.5926 (32/54)
0,18952021.094537072,0.5495 (111/202),0.5926 (32/54)
0,19092208.61961002,0.5495 (111/202),0.5926 (32/54)
0,19233433.107553028,0.5495 (111/202),0.5926 (32/54)
0,19375702.228748824,0.5495 (111/202),0.5926 (32/54)
0,19519023.71031797,0.5495 (111/202),0.5926 (32/54)
0,19663405.336538296,0.5495 (111/202),0.5926 (32/54)
0,19808854.94926747,0.5495 (111/202),0.5926 (32/54)
0,19955380.448369455,0.5495 (111/202),0.5926 (32/54)
0,20102989.792142946,0.5495 (111/202),0.5926 (32/54)
0,20251690.997754186,0.5495 (111/202),0.5926 (32/54)
0,20401492.14167214,0.5495 (111/202),0.5926 (32/54)
0,20552401.36010693,0.5495 (111/202),0.5926 (32/54)
0,20704426.84945231,0.5495 (111/202),0.5926 (32/54)
0,20857576.866730165,0.5495 (111/202),0.5926 (32/54)
0,21011859.730039585,0.5495 (111/202),0.5926 (32/54)
0,21167283.819008384,0.5495 (111/202),0.5926 (32/54)
0,21323857.575247966,0.5495 (111/202),0.5926 (32/54)
0,21481589.50281243,0.5495 (111/202),0.5926 (32/54)
0,21640488.168659758,0.5495 (111/202),0.5926 (32/54)
0,21800562.203117713,0.5495 (111/202),0.5926 (32/54)
0,21961820.300352346,0.5495 (111/202),0.5926 (32/54)
0,22124271.218839914,0.5495 (111/202),0.5926 (32/54)
0,22287923.78184321,0.5495 (111/202),0.5926 (32/54)
0,22452786.87789009,0.5495 (111/202),0.5926 (32/54)
0,22618869.461256836,0.5495 (111/202),0.5926 (32/54)
0,22786180.552454256,0.5495 (111/202),0.5926 (32/54)
0,22954729.23871731,0.5495 (111/202),0.5926 (32/54)
0,23124524.674499344,0.5495 (111/202),0.5926 (32/54)
0,23295576.08196854,0.5495 (111/202),0.5926 (32/54)
0,23467892.751509454,0.5495 (111/202),0.5926 (32/54)
0,23641484.042227343,0.5495 (111/202),0.5926 (32/54)
0,23816359.38245619,0.5495 (111/202),0.5926 (32/54)
0,23992528.27027147,0.5495 (111/202),0.5926 (32/54)
0,24170000.274005238,0.5495 (111/202),0.5926 (32/54)
0,24348785.032766506,0.5495 (111/202),0.5926 (32/54)
0,24528892.25696449,0.5495 (111/202),0.5926 (32/54)
0,24710331.728835702,0.5495 (111/202),0.5926 (32/54)
0,24893113.302975968,0.5495 (111/202),0.5926 (32/54)
0,25077246.90687485,0.5495 (111/202),0.5926 (32/54)
0,25262742.541455552,0.5495 (111/202),0.5926 (32/54)
0,25449610.28161782,0.5495 (111/202),0.5926 (32/54)
0,25637860.2767848,0.5495 (111/202),0.5926 (32/54)
0,25827502.751455035,0.5495 (111/202),0.5926 (32/54)
0,26018548.00575696,0.5495 (111/202),0.5926 (32/54)
0,26211006.416009057,0.5495 (111/202),0.5926 (32/54)
0,26404888.435283124,0.5495 (111/202),0.5926 (32/54)
0,26600204.593971692,0.5495 (111/202),0.5926 (32/54)
0,26796965.500360716,0.5495 (111/202),0.5926 (32/54)
0,26995181.841204893,0.5495 (111/202),0.5926 (32/54)
0,27194864.38230884,0.5495 (111/202),0.5926 (32/54)
0,27396023.969111506,0.5495 (111/202),0.5926 (32/54)
0,27598671.527274895,0.5495 (111/202),0.5926 (32/54)
0,27802818.06327824,0.5495 (111/202),0.5926 (32/54)
0,28008474.665014926,0.5495 (111/202),0.5926 (32/54)
0,28215652.50239548,0.5495 (111/202),0.5926 (32/54)
0,28424362.827953927,0.5495 (111/202),0.5926 (32/54)
0,28634616.977458596,0.5495 (111/202),0.5926 (32/54)
0,28846426.370528612,0.5495 (111/202),0.5926 (32/54)
0,29059802.511253208,0.5495 (111/202),0.5926 (32/54)
0,29274756.988817375,0.5495 (111/202),0.5926 (32/54)
0,29491301.478130948,0.5495 (111/202),0.5926 (32/54)
0,29709447.740462363,0.5495 (111/202),0.5926 (32/54)
0,29929207.62407816,0.5495 (111/202),0.5926 (32/54)
0,30150593.06488614,0.5495 (111/202),0.5926 (32/54)
0,30373616.087083302,0.5495 (111/202),0.5926 (32/54)
0,30598288.803809747,0.5495 (111/202),0.5926 (32/54)
0,30824623.41780561,0.5495 (111/202),0.5926 (32/54)
0,31052632.22207469,0.5495 (111/202),0.5926 (32/54)
0,31282327.600551788,0.5495 (111/202),0.5926 (32/54)
0,31513722.028774887,0.5495 (111/202),0.5926 (32/54)
0,31746828.07456368,0.5495 (111/202),0.5926 (32/54)
0,31981658.39870111,0.5495 (111/202),0.5926 (32/54)
0,32218225.755621936,0.5495 (111/202),0.5926 (32/54)
0,32456542.994105097,0.5495 (111/202),0.5926 (32/54)
0,32696623.057971157,0.5495 (111/202),0.5926 (32/54)
0,32938478.98678626,0.5495 (111/202),0.5926 (32/54)
0,33182123.916569285,0.5495 (111/202),0.5926 (32/54)
0,33427571.080506258,0.5495 (111/202),0.5926 (32/54)
0,33674833.80966867,0.5495 (111/202),0.5926 (32/54)
0,33923925.533737145,0.5495 (111/202),0.5926 (32/54)
0,34174859.78173179,0.5495 (111/202),0.5926 (32/54)
0,34427650.18274591,0.5495 (111/202),0.5926 (32/54)
0,34682310.46668722,0.5495 (111/202),0.5926 (32/54)
0,34938854.46502313,0.5495 (111/202),0.5926 (32/54)
0,35197296.11153161,0.5495 (111/202),0.5926 (32/54)
0,35457649.44305889,0.5495 (111/202),0.5926 (32/54)
0,35719928.600280784,0.5495 (111/202),0.5926 (32/54)
0,35984147.82847167,0.5495 (111/202),0.5926 (32/54)
0,36250321.47827778,0.5495 (111/202),0.5926 (32/54)
0,36518464.00649623,0.5495 (111/202),0.5926 (32/54)
0,36788589.976861194,0.5495 (111/202),0.5926 (32/54)
0,37060714.06083376,0.5495 (111/202),0.5926 (32/54)
0,37334851.03839982,0.5495 (111/202),0.5926 (32/54)
0,37611015.79887237,0.5495 (111/202),0.5926 (32/54)
0,37889223.34169973,0.5495 (111/202),0.5926 (32/54)
0,38169488.77728132,0.5495 (111/202),0.5926 (32/54)
0,38451827.327787116,0.5495 (111/202),0.5926 (32/54)
0,38736254.32798546,0.5495 (111/202),0.5926 (32/54)
0,39022785.22607553,0.5495 (111/202),0.5926 (32/54)
0,39311435.58452588,0.5495 (111/202),0.5926 (32/54)
0,39602221.08092082,0.5495 (111/202),0.5926 (32/54)
0,39895157.50881064,0.5495 (111/202),0.5926 (32/54)
0,40190260.778570496,0.5495 (111/202),0.5926 (32/54)
0,40487546.918264136,0.5495 (111/202),0.5926 (32/54)
0,40787032.074513905,0.5495 (111/202),0.5926 (32/54)
0,41088732.51337889,0.5495 (111/202),0.5926 (32/54)
0,41392664.621237054,0.5495 (111/202),0.5926 (32/54)
0,41698844.9056764,0.5495 (111/202),0.5926 (32/54)
0,42007289.99639107,0.5495 (111/202),0.5926 (32/54)
0,42318016.646084026,0.5495 (111/202),0.5926 (32/54)
0,42631041.73137816,0.5495 (111/202),0.5926 (32/54)
0,42946382.253731534,0.5495 (111/202),0.5926 (32/54)
0,43264055.34036201,0.5495 (111/202),0.5926 (32/54)
0,43584078.245176956,0.5495 (111/202),0.5926 (32/54)
0,43906468.34970983,0.5495 (111/202),0.5926 (32/54)
0,44231243.1640655,0.5495 (111/202),0.5926 (32/54)
0,44558420.32786982,0.5495 (111/202),0.5926 (32/54)
0,44888017.61122894,0.5495 (111/202),0.5926 (32/54)
0,45220052.915694,0.5495 (111/202),0.5926 (32/54)
0,45554544.275232755,0.5495 (111/202),0.5926 (32/54)
0,45891509.85721028,0.5495 (111/202),0.5926 (32/54)
0,46230967.96337507,0.5495 (111/202),0.5926 (32/54)
0,46572937.03085255,0.5495 (111/202),0.5926 (32/54)
0,46917435.633147754,0.5495 (111/202),0.5926 (32/54)
0,47264482.481152594,0.5495 (111/202),0.5926 (32/54)
0,47614096.424163476,0.5495 (111/202),0.5926 (32/54)
0,47966296.45090448,0.5495 (111/202),0.5926 (32/54)
0,48321101.6905581,0.5495 (111/202),0.5926 (32/54)
0,48678531.41380561,0.5495 (111/202),0.5926 (32/54)
0,49038605.03387214,0.5495 (111/202),0.5926 (32/54)
0,49401342.10758245,0.5495 (111/202),0.5926 (32/54)
0,49766762.33642254,0.5495 (111/202),0.5926 (32/54)
0,50134885.5676091,0.5495 (111/202),0.5926 (32/54)
0,50505731.795168884,0.5495 (111/202),0.5926 (32/54)
0,50879321.16102305,0.5495 (111/202),0.5926 (32/54)
0,51255673.956082545,0.5495 (111/202),0.5926 (32/54)
0,51634810.62134958,0.5495 (111/202),0.5926 (32/54)
0,52016751.7490272,0.5495 (111/202),0.5926 (32/54)
0,52401518.08363919,0.5495 (111/202),0.5926 (32/54)
0,52789130.523155116,0.5495 (111/202),0.5926 (32/54)
0,53179610.12012681,0.5495 (111/202),0.5926 (32/54)
0,53572978.08283123,0.5495 (111/202),0.5926 (32/54)
0,53969255.776421614,0.5495 (111/202),0.5926 (32/54)
0,54368464.7240895,0.5495 (111/202),0.5926 (32/54)
0,54770626.608231924,0.5495 (111/202),0.5926 (32/54)
0,55175763.27163064,0.5495 (111/202),0.5926 (32/54)
0,55583896.71863776,0.5495 (111/202),0.5926 (32/54)
0,55995049.11637028,0.5495 (111/202),0.5926 (32/54)
0,56409242.79591559,0.5495 (111/202),0.5926 (32/54)
0,56826500.25354252,0.5495 (111/202),0.5926 (32/54)
0,57246844.151924826,0.5495 (111/202),0.5926 (32/54)
0,57670297.321371384,0.5495 (111/202),0.5926 (32/54)
0,58096882.761065446,0.5495 (111/202),0.5926 (32/54)
0,58526623.64031548,0.5495 (111/202),0.5926 (32/54)
0,58959543.29981168,0.5495 (111/202),0.5926 (32/54)
0,59395665.252895325,0.5495 (111/202),0.5926 (32/54)
0,59835013.186835185,0.5495 (111/202),0.5926 (32/54)
0,60277610.96411328,0.5495 (111/202),0.5926 (32/54)
0,60723482.623722695,0.5495 (111/202),0.5926 (32/54)
0,61172652.382471204,0.5495 (111/202),0.5926 (32/54)
0,61625144.63629834,0.5495 (111/202),0.5926 (32/54)
0,62080983.961599655,0.5495 (111/202),0.5926 (32/54)
0,62540195.11656079,0.5495 (111/202),0.5926 (32/54)
0,63002803.04250395,0.5495 (111/202),0.5926 (32/54)
0,63468832.86524054,0.5495 (111/202),0.5926 (32/54)
0,63938309.89643756,0.5495 (111/202),0.5926 (32/54)
0,64411259.634991705,0.5495 (111/202),0.5926 (32/54)
0,64887707.768413395,0.5495 (111/202),0.5926 (32/54)
0,65367680.17422386,0.5495 (111/202),0.5926 (32/54)
0,65851202.92135852,0.5495 (111/202),0.5926 (32/54)
0,66338302.2715847,0.5495 (111/202),0.5926 (32/54)
0,66829004.68092723,0.5495 (111/202),0.5926 (32/54)
0,67323336.80110455,0.5495 (111/202),0.5926 (32/54)
0,67821325.48097813,0.5495 (111/202),0.5926 (32/54)
0,68322997.76800856,0.5495 (111/202),0.5926 (32/54)
0,68828380.90972649,0.5495 (111/202),0.5926 (32/54)
0,69337502.35521176,0.5495 (111/202),0.5926 (32/54)
0,69850389.75658338,0.5495 (111/202),0.5926 (32/54)
0,70367070.97050303,0.5495 (111/202),0.5926 (32/54)
0,70887574.05968735,0.5495 (111/202),0.5926 (32/54)
0,71411927.29443114,0.5495 (111/202),0.5926 (32/54)
0,71940159.15414487,0.5495 (111/202),0.5926 (32/54)
0,72472298.3288992,0.5495 (111/202),0.5926 (32/54)
0,73008373.72098523,0.5495 (111/202),0.5926 (32/54)
0,73548414.44648348,0.5495 (111/202),0.5926 (32/54)
0,74092449.83684425,0.5495 (111/202),0.5926 (32/54)
0,74640509.44048296,0.5495 (111/202),0.5926 (32/54)
0,75192623.02438255,0.5495 (111/202),0.5926 (32/54)
0,75748820.57571231,0.5495 (111/202),0.5926 (32/54)
0,76309132.30345574,0.5495 (111/202),0.5926 (32/54)
0,76873588.64005032,0.5495 (111/202),0.5926 (32/54)
0,77442220.24304263,0.5495 (111/202),0.5926 (32/54)
0,78015057.9967509,0.5495 (111/202),0.5926 (32/54)
0,78592133.0139447,0.5495 (111/202),0.5926 (32/54)
0,79173476.63753378,0.5495 (111/202),0.5926 (32/54)
0,79759120.44226953,0.5495 (111/202),0.5926 (32/54)
0,80349096.23646207,0.5495 (111/202),0.5926 (32/54)
0,80943436.06370534,0.5495 (111/202),0.5926 (32/54)
0,81542172.20461974,0.5495 (111/202),0.5926 (32/54)
0,82145337.17860445,0.5495 (111/202),0.5926 (32/54)
0,82752963.74560268,0.5495 (111/202),0.5926 (32/54)
0,83365084.90788326,0.5495 (111/202),0.5926 (32/54)
0,83981733.91183046,0.5495 (111/202),0.5926 (32/54)
0,84602944.24975204,0.5495 (111/202),0.5926 (32/54)
0,85228749.6616974,0.5495 (111/202),0.5926 (32/54)
0,85859184.137289,0.5495 (111/202),0.5926 (32/54)
0,86494281.91757089,0.5495 (111/202),0.5926 (32/54)
0,87134077.49686566,0.5495 (111/202),0.5926 (32/54)
0,87778605.62465048,0.5495 (111/202),0.5926 (32/54)
0,88427901.30744328,0.5495 (111/202),0.5926 (32/54)
0,89081999.81070311,0.5495 (111/202),0.5926 (32/54)
0,89740936.66074799,0.5495 (111/202),0.5926 (32/54)
0,90404747.64668156,0.5495 (111/202),0.5926 (32/54)
0,91073468.8223395,0.5495 (111/202),0.5926 (32/54)
0,91747136.5082466,0.5495 (111/202),0.5926 (32/54)
0,92425787.29358836,0.5495 (111/202),0.5926 (32/54)
0,93109458.03820087,0.5495 (111/202),0.5926 (32/54)
0,93798185.87456982,0.5495 (111/202),0.5926 (32/54)
0,94492008.20984986,0.5495 (111/202),0.5926 (32/54)
0,95190962.72789529,0.5495 (111/202),0.5926 (32/54)
0,95895087.39130555,0.5495 (111/202),0.5926 (32/54)
0,96604420.44348983,0.5495 (111/202),0.5926 (32/54)
0,97319000.41074109,0.5495 (111/202),0.5926 (32/54)
0,98038866.1043313,0.5495 (111/202),0.5926 (32/54)
0,98764056.62261823,0.5495 (111/202),0.5926 (32/54)
0,99494611.3531678,0.5495 (111/202),0.5926 (32/54)
0,100230569.97489622,0.5495 (111/202),0.5926 (32/54)
0,100971972.46022175,0.5495 (111/202),0.5926 (32/54)
0,101718859.0772387,0.5495 (111/202),0.5926 (32/54)
0,102471270.3919032,0.5495 (111/202),0.5926 (32/54)
0,103229247.27023534,0.5495 (111/202),0.5926 (32/54)
0,103992830.88054153,0.5495 (111/202),0.5926 (32/54)
0,104762062.69564727,0.5495 (111/202),0.5926 (32/54)
0,105536984.49515252,0.5495 (111/202),0.5926 (32/54)
0,106317638.36769968,0.5495 (111/202),0.5926 (32/54)
0,107104066.7132583,0.5495 (111/202),0.5926 (32/54)
0,107896312.24543045,0.5495 (111/202),0.5926 (32/54)
0,108694417.99376954,0.5495 (111/202),0.5926 (32/54)
0,109498427.30611584,0.5495 (111/202),0.5926 (32/54)
0,110308383.8509541,0.5495 (111/202),0.5926 (32/54)
0,111124331.61978175,0.5495 (111/202),0.5926 (32/54)
0,111946314.92950134,0.5495 (111/202),0.5926 (32/54)
0,112774378.42482617,0.5495 (111/202),0.5926 (32/54)
0,113608567.08070382,0.5495 (111/202),0.5926 (32/54)
0,114448926.20476198,0.5495 (111/202),0.5926 (32/54)
0,115295501.43976565,0.5495 (111/202),0.5926 (32/54)
0,116148338.76609938,0.5495 (111/202),0.5926 (32/54)
0,117007484.50426324,0.5495 (111/202),0.5926 (32/54)
0,117872985.3173872,0.5495 (111/202),0.5926 (32/54)
0,118744888.21376888,0.5495 (111/202),0.5926 (32/54)
0,119623240.54942298,0.5495 (111/202),0.5926 (32/54)
0,120508090.03065659,0.5495 (111/202),0.5926 (32/54)
0,121399484.71665896,0.5495 (111/202),0.5926 (32/54)
0,122297473.02211022,0.5495 (111/202),0.5926 (32/54)
0,123202103.71981439,0.5495 (111/202),0.5926 (32/54)
0,124113425.94334441,0.5495 (111/202),0.5926 (32/54)
0,125031489.18971436,0.5495 (111/202),0.5926 (32/54)
0,125956343.32206616,0.5495 (111/202),0.5926 (32/54)
0,126888038.57237637,0.5495 (111/202),0.5926 (32/54)
0,127826625.54418802,0.5495 (111/202),0.5926 (32/54)
0,128772155.21535496,0.5495 (111/202),0.5926 (32/54)
0,129724678.94081418,0.5495 (111/202),0.5926 (32/54)
0,130684248.45537366,0.5495 (111/202),0.5926 (32/54)
0,131650915.87652053,0.5495 (111/202),0.5926 (32/54)
0,132624733.70725557,0.5495 (111/202),0.5926 (32/54)
0,133605754.83894049,0.5495 (111/202),0.5926 (32/54)
0,134594032.55417442,0.5495 (111/202),0.5926 (32/54)
0,135589620.52968627,0.5495 (111/202),0.5926 (32/54)
0,136592572.83924845,0.5495 (111/202),0.5926 (32/54)
0,137602943.95661762,0.5495 (111/202),0.5926 (32/54)
0,138620788.75848892,0.5495 (111/202),0.5926 (32/54)
0,139646162.52748048,0.5495 (111/202),0.5926 (32/54)
0,140679120.9551342,0.5495 (111/202),0.5926 (32/54)
0,141719720.14493898,0.5495 (111/202),0.5926 (32/54)
0,142768016.6153818,0.5495 (111/202),0.5926 (32/54)
0,143824067.30301285,0.5495 (111/202),0.5926 (32/54)
0,144887929.565542,0.5495 (111/202),0.5926 (32/54)
0,145959661.18495244,0.5495 (111/202),0.5926 (32/54)
0,147039320.370637,0.5495 (111/202),0.5926 (32/54)
0,148126965.76256415,0.5495 (111/202),0.5926 (32/54)
0,149222656.434458,0.5495 (111/202),0.5926 (32/54)
0,150326451.89701095,0.5495 (111/202),0.5926 (32/54)
0,151438412.10111424,0.5495 (111/202),0.5926 (32/54)
0,152558597.4411122,0.5495 (111/202),0.5926 (32/54)
0,153687068.75808677,0.5495 (111/202),0.5926 (32/54)
0,154823887.34315696,0.5495 (111/202),0.5926 (32/54)
0,155969114.94081232,0.5495 (111/202),0.5926 (32/54)
0,157122813.75226444,0.5495 (111/202),0.5926 (32/54)
0,158285046.43882352,0.5495 (111/202),0.5926 (32/54)
0,159455876.12530544,0.5495 (111/202),0.5926 (32/54)
0,160635366.40345848,0.5495 (111/202),0.5926 (32/54)
0,161823581.33541518,0.5495 (111/202),0.5926 (32/54)
0,163020585.45717636,0.5495 (111/202),0.5926 (32/54)
0,164226443.78211102,0.5495 (111/202),0.5926 (32/54)
0,165441221.8044921,0.5495 (111/202),0.5926 (32/54)
0,166664985.50305164,0.5495 (111/202),0.5926 (32/54)
0,167897801.34456244,0.5495 (111/202),0.5926 (32/54)
0,169139736.28745258,0.5495 (111/202),0.5926 (32/54)
0,170390857.785437,0.5495 (111/202),0.5926 (32/54)
0,171651233.79118568,0.5495 (111/202),0.5926 (32/54)
0,172920932.7600125,0.5495 (111/202),0.5926 (32/54)
0,174200023.6535911,0.5495 (111/202),0.5926 (32/54)
0,175488575.94370538,0.5495 (111/202),0.5926 (32/54)
0,176786659.616017,0.5495 (111/202),0.5926 (32/54)
0,178094345.1738717,0.5495 (111/202),0.5926 (32/54)
0,179411703.64212623,0.5495 (111/202),0.5926 (32/54)
0,180738806.57100385,0.5495 (111/202),0.5926 (32/54)
0,182075726.03998575,0.5495 (111/202),0.5926 (32/54)
0,183422534.66171968,0.5495 (111/202),0.5926 (32/54)
0,184779305.58596933,0.5495 (111/202),0.5926 (32/54)
0,186146112.5035849,0.5495 (111/202),0.5926 (32/54)
0,187523029.65050337,0.5495 (111/202),0.5926 (32/54)
0,188910131.81178564,0.5495 (111/202),0.5926 (32/54)
0,190307494.3256725,0.5495 (111/202),0.5926 (32/54)
0,191715193.08768162,0.5495 (111/202),0.5926 (32/54)
0,193133304.55472755,0.5495 (111/202),0.5926 (32/54)
0,194561905.74927202,0.5495 (111/202),0.5926 (32/54)
0,196001074.26351264,0.5495 (111/202),0.5926 (32/54)
0,197450888.26359105,0.5495 (111/202),0.5926 (32/54)
0,198911426.49384382,0.5495 (111/202),0.5926 (32/54)
0,200382768.28107703,0.5495 (111/202),0.5926 (32/54)
0,201864993.53887224,0.5495 (111/202),0.5926 (32/54)
0,203358182.7719327,0.5495 (111/202),0.5926 (32/54)
0,204862417.0804491,0.5495 (111/202),0.5926 (32/54)
0,206377778.16451043,0.5495 (111/202),0.5926 (32/54)
0,207904348.3285386,0.5495 (111/202),0.5926 (32/54)
0,209442210.48575643,0.5495 (111/202),0.5926 (32/54)
0,210991448.1626966,0.5495 (111/202),0.5926 (32/54)
0,212552145.50373176,0.5495 (111/202),0.5926 (32/54)
0,214124387.27565035,0.5495 (111/202),0.5926 (32/54)
0,215708258.8722583,0.5495 (111/202),0.5926 (32/54)
0,217303846.31901422,0.5495 (111/202),0.5926 (32/54)
0,218911236.27770805,0.5495 (111/202),0.5926 (32/54)
0,220530516.05116066,0.5495 (111/202),0.5926 (32/54)
0,222161773.5879721,0.5495 (111/202),0.5926 (32/54)
0,223805097.4872954,0.5495 (111/202),0.5926 (32/54)
0,225460577.0036462,0.5495 (111/202),0.5926 (32/54)
0,227128302.05175668,0.5495 (111/202),0.5926 (32/54)
0,228808363.21145195,0.5495 (111/202),0.5926 (32/54)
0,230500851.73257604,0.5495 (111/202),0.5926 (32/54)
0,232205859.53994542,0.5495 (111/202),0.5926 (32/54)
0,233923479.2383387,0.5495 (111/202),0.5926 (32/54)
0,235653804.1175331,0.5495 (111/202),0.5926 (32/54)
0,237396928.1573636,0.5495 (111/202),0.5926 (32/54)
0,239152946.03283414,0.5495 (111/202),0.5926 (32/54)
0,240921953.1192567,0.5495 (111/202),0.5926 (32/54)
0,242704045.49742875,0.5495 (111/202),0.5926 (32/54)
0,244499319.95885727,0.5495 (111/202),0.5926 (32/54)
0,246307874.01101324,0.5495 (111/202),0.5926 (32/54)
0,248129805.88262436,0.5495 (111/202),0.5926 (32/54)
0,249965214.52901736,0.5495 (111/202),0.5926 (32/54)
0,251814199.6374844,0.5495 (111/202),0.5926 (32/54)
0,253676861.63270453,0.5495 (111/202),0.5926 (32/54)
0,255553301.68219522,0.5495 (111/202),0.5926 (32/54)
0,257443621.7018038,0.5495 (111/202),0.5926 (32/54)
0,259347924.36125028,0.5495 (111/202),0.5926 (32/54)
0,261266313.0896952,0.5495 (111/202),0.5926 (32/54)
0,263198892.08136466,0.5495 (111/202),0.5926 (32/54)
0,265145766.3012063,0.5495 (111/202),0.5926 (32/54)
0,267107041.4905871,0.5495 (111/202),0.5926 (32/54)
0,269082824.17304397,0.5495 (111/202),0.5926 (32/54)
0,271073221.6600609,0.5495 (111/202),0.5926 (32/54)
0,273078342.056905,0.5495 (111/202),0.5926 (32/54)
0,275098294.26849455,0.5495 (111/202),0.5926 (32/54)
0,277133188.0053112,0.5495 (111/202),0.5926 (32/54)
0,279183133.78936595,0.5495 (111/202),0.5926 (32/54)
0,281248242.9601933,0.5495 (111/202),0.5926 (32/54)
0,283328627.68090624,0.5495 (111/202),0.5926 (32/54)
0,285424400.94428515,0.5495 (111/202),0.5926 (32/54)
0,287535676.5789108,0.5495 (111/202),0.5926 (32/54)
0,289662569.25535554,0.5495 (111/202),0.5926 (32/54)
0,291805194.49240136,0.5495 (111/202),0.5926 (32/54)
0,293963668.663323,0.5495 (111/202),0.5926 (32/54)
0,296138109.0022047,0.5495 (111/202),0.5926 (32/54)
0,298328633.6103041,0.5495 (111/202),0.5926 (32/54)
0,300535361.46247506,0.5495 (111/202),0.5926 (32/54)
0,302758412.41362,0.5495 (111/202),0.5926 (32/54)
0,304997907.20520794,0.5495 (111/202),0.5926 (32/54)
0,307253967.47182906,0.5495 (111/202),0.5926 (32/54)
0,309526715.7477972,0.5495 (111/202),0.5926 (32/54)
0,311816275.47381365,0.5495 (111/202),0.5926 (32/54)
0,314122771.0036619,0.5495 (111/202),0.5926 (32/54)
0,316446327.61097026,0.5495 (111/202),0.5926 (32/54)
0,318787071.49601257,0.5495 (111/202),0.5926 (32/54)
0,321145129.79255813,0.5495 (111/202),0.5926 (32/54)
0,323520630.5747861,0.5495 (111/202),0.5926 (32/54)
0,325913702.86423147,0.5495 (111/202),0.5926 (32/54)
0,328324476.6368011,0.5495 (111/202),0.5926 (32/54)
0,330753082.82983017,0.5495 (111/202),0.5926 (32/54)
0,333199653.34918904,0.5495 (111/202),0.5926 (32/54)
0,335664321.0764574,0.5495 (111/202),0.5926 (32/54)
0,338147219.8761302,0.5495 (111/202),0.5926 (32/54)
0,340648484.6028985,0.5495 (111/202),0.5926 (32/54)
0,343168251.10896903,0.5495 (111/202),0.5926 (32/54)
0,345706656.25143933,0.5495 (111/202),0.5926 (32/54)
0,348263837.8997402,0.5495 (111/202),0.5926 (32/54)
0,350839934.9431128,0.5495 (111/202),0.5926 (32/54)
0,353435087.298162,0.5495 (111/202),0.5926 (32/54)
0,356049435.9164516,0.5495 (111/202),0.5926 (32/54)
0,358683122.79215556,0.5495 (111/202),0.5926 (32/54)
0,361336290.9697802,0.5495 (111/202),0.5926 (32/54)
0,364009084.5519219,0.5495 (111/202),0.5926 (32/54)
0,366701648.7071039,0.5495 (111/202),0.5926 (32/54)
0,369414129.67765677,0.5495 (111/202),0.5926 (32/54)
0,372146674.7876564,0.5495 (111/202),0.5926 (32/54)
0,374899432.4509353,0.5495 (111/202),0.5926 (32/54)
0,377672552.17913824,0.5495 (111/202),0.5926 (32/54)
0,380466184.58983874,0.5495 (111/202),0.5926 (32/54)
0,383280481.41472995,0.5495 (111/202),0.5926 (32/54)
0,386115595.5078536,0.5495 (111/202),0.5926 (32/54)
0,388971680.85391295,0.5495 (111/202),0.5926 (32/54)
0,391848892.5766312,0.5495 (111/202),0.5926 (32/54)
0,394747386.9471724,0.5495 (111/202),0.5926 (32/54)
0,397667321.39264005,0.5495 (111/202),0.5926 (32/54)
0,400608854.5046148,0.5495 (111/202),0.5926 (32/54)
0,403572146.04777896,0.5495 (111/202),0.5926 (32/54)
0,406557356.9685897,0.5495 (111/202),0.5926 (32/54)
0,409564649.40401524,0.5495 (111/202),0.5926 (32/54)
0,412594186.69035256,0.5495 (111/202),0.5926 (32/54)
0,415646133.37208563,0.5495 (111/202),0.5926 (32/54)
0,418720655.21083397,0.5495 (111/202),0.5926 (32/54)
0,421817919.19435096,0.5495 (111/202),0.5926 (32/54)
0,424938093.54558796,0.5495 (111/202),0.5926 (32/54)
0,428081347.7318435,0.5495 (111/202),0.5926 (32/54)
0,431247852.4739534,0.5495 (111/202),0.5926 (32/54)
0,434437779.7555759,0.5495 (111/202),0.5926 (32/54)
0,437651302.8325268,0.5495 (111/202),0.5926 (32/54)
0,440888596.24218476,0.5495 (111/202),0.5926 (32/54)
0,444149835.81298333,0.5495 (111/202),0.5926 (32/54)
0,447435198.6739463,0.5495 (111/202),0.5926 (32/54)
0,450744863.264321,0.5495 (111/202),0.5926 (32/54)
0,454079009.3432645,0.5495 (111/202),0.5926 (32/54)
